Rostock,LK Rostock,Landkreis Rostock LK,NA,DE80K,Landkreis Rostock,,,,
Rotenburg (Wümme),LK Rotenburg (Wümme),Rotenburg (Wümme) LK,NA,DE937,Rotenburg (Wümme),,,,
Roth,LK Roth,Roth LK,NA,DE25B,Roth,,,,
Rottal-Inn,LK Rottal-Inn,Rottal-Inn LK,NA,DE22A,Rottal-Inn,,,,
Rottweil,LK Rottweil,Rottweil LK,"Rottweil, Landkreis",DE135,Rottweil,,,,
Saale-Holzland-Kreis,LK Saale-Holzland-Kreis,Saale-Holzland-Kreis LK,NA,DEG0J,Saale-Holzland-Kreis,,,,
Saale-Orla-Kreis,LK Saale-Orla-Kreis,Saale-Orla-Kreis LK,NA,DEG0K,Saale-Orla-Kreis,,,,
Saalekreis,LK Saalekreis,Saalekreis LK,NA,DEE0B,Saalekreis,,,,
Saalfeld-Rudolstadt,LK Saalfeld-Rudolstadt,Saalfeld-Rudolstadt LK,"Saalfeld-Rudolstadt, Landkreis",DEG0I,Saalfeld-Rudolstadt,,,,
Saarlouis,LK Saarlouis,Saarlouis LK,"Saarlouis, Landkreis",DEC04,Saarlouis,,,,
Saarpfalz-Kreis,LK Saar-Pfalz-Kreis,Saarpfalz-Kreis LK,NA,DEC05,Saarpfalz-Kreis,,,,
Sächsische Schweiz-Osterzgebirge,LK Sächsische Schweiz-Osterzgebirge,Sächsische Schweiz-Osterzgebirge LK,"Sächsische Schweiz-Osterzgebirge, Landkreis",DED2F,Sächsische Schweiz-Osterzgebirge,,,,
Salzlandkreis,LK Salzlandkreis,Salzlandkreis LK,Salzlandkreis,DEE0C,Salzlandkreis,,,,
Schaumburg,LK Schaumburg,Schaumburg LK,"Schaumburg, Landkreis",DE928,Schaumburg,,,,
Schleswig-Flensburg,LK Schleswig-Flensburg,Schleswig-Flensburg K,"Schleswig-Flensburg, Landkreis",DEF0C,Schleswig-Flensburg,,,,
Schmalkalden-Meiningen,LK Schmalkalden-Meiningen,Schmalkalden-Meiningen LK,"Schmalkalden-Meiningen, Landkreis",DEG0B,Schmalkalden-Meiningen,,,,
Schwäbisch Hall,LK Schwäbisch Hall,Schwäbisch Hall LK,"Schwäbisch Hall, Landkreis",DE11A,Schwäbisch Hall,,,,
Schwalm-Eder-Kreis,LK Schwalm-Eder-Kreis,Schwalm-Eder-Kreis LK,Schwalm-Eder-Kreis,DE735,Schwalm-Eder-Kreis,,,,
Schwandorf,LK Schwandorf,Schwandorf LK,"Schwandorf, Landkreis",DE239,Schwandorf,,,,
Schwarzwald-Baar-Kreis,LK Schwarzwald-Baar-Kreis,Schwarzwald-Baar-Kreis LK,Schwarzwald-Baar-Kreis,DE136,Schwarzwald-Baar-Kreis,,,,
Schweinfurt,LK Schweinfurt,Schweinfurt LK,"Schweinfurt, Landkreis",DE26B,"Schweinfurt, Landkreis",,,,
Segeberg,LK Segeberg,Segeberg K,"Segeberg, Landkreis",DEF0D,Segeberg,,,,
Siegen-Wittgenstein,LK Siegen-Wittgenstein,Siegen-Wittgenstein K,"Siegen-Wittgenstein, Landkreis",DEA5A,Siegen-Wittgenstein,,,,
Sigmaringen,LK Sigmaringen,Sigmaringen LK,"Sigmaringen, Landkreis",DE149,Sigmaringen,,,,
Soest,LK Soest,Soest K,"Soest, Landkreis",DEA5B,Soest,,,,
Sömmerda,LK Sömmerda,Sömmerda LK,"Sömmerda, Landkreis",DEG0D,Sömmerda,,,,
Sonneberg,LK Sonneberg,Sonneberg LK,"Sonneberg, Landkreis",DEG0H,Sonneberg,,,,
Spree-Neiße,LK Spree-Neiße,Spree-Neiße LK,"Spree-Neiße, Landkreis",DE40G,Spree-Neiße,,,,
St. Wendel,LK Sankt Wendel,St. Wendel LK,"Sankt Wendel, Landkreis",DEC06,St. Wendel,,,,
Stade,LK Stade,Stade LK,"Stade, Landkreis",DE939,Stade,,,,
Städteregion Aachen,StadtRegion Aachen,Aachen K,"Städteregion Aachen, Landkreis",DEA2D,Städteregion Aachen,,,,
Starnberg,LK Starnberg,Starnberg LK,"Starnberg, Landkreis",DE21L,Starnberg,,,,
Steinburg,LK Steinburg,Steinburg K,"Steinburg, Landkreis",DEF0E,Steinburg,,,,
Steinfurt,LK Steinfurt,Steinfurt K,"Steinfurt, Landkreis",DEA37,Steinfurt,,,,
Stendal,LK Stendal,Stendal LK,"Stendal, Landkreis",DEE0D,Stendal,,,,
Stormarn,LK Stormarn,Stormarn K,"Stormarn, Landkreis",DEF0F,Stormarn,,,,
Straubing-Bogen,LK Straubing-Bogen,Straubing-Bogen LK,"Straubing-Bogen, Landkreis",DE22B,Straubing-Bogen,,,,
Südliche Weinstraße,LK Südliche Weinstraße,Südliche Weinstraße LK,"Südliche Weinstraße, Landkreis",DEB3H,Südliche Weinstraße,,,,
Südwestpfalz,LK Südwestpfalz,Südwestpfalz LK,"Südwestpfalz, Landkreis",DEB3K,Südwestpfalz,,,,
Teltow-Fläming,LK Teltow-Fläming,Teltow-Fläming LK,"Teltow-Fläming, Landkreis",DE40H,Teltow-Fläming,,,,
Tirschenreuth,LK Tirschenreuth,Tirschenreuth LK,"Tirschenreuth, Landkreis",DE23A,Tirschenreuth,,,,
Traunstein,LK Traunstein,Traunstein LK,"Traunstein, Landkreis",DE21M,Traunstein,,,,
Trier-Saarburg,LK Trier-Saarburg,Trier-Saarburg LK,"Trier-Saarburg, Landkreis",DEB25,Trier-Saarburg,,,,
Tübingen,LK Tübingen,Tübingen LK,"Tübingen, Landkreis",DE142,"Tübingen, Landkreis",,,,
Tuttlingen,LK Tuttlingen,Tuttlingen LK,"Tuttlingen, Landkreis",DE137,Tuttlingen,,,,
Uckermark,LK Uckermark,Uckermark LK,"Uckermark, Landkreis",DE40I,Uckermark,,,,
Uelzen,LK Uelzen,Uelzen LK,"Uelzen, Landkreis",DE93A,Uelzen,,,,
Unna,LK Unna,Unna K,"Unna, Landkreis",DEA5C,Unna,,,,
Unstrut-Hainich-Kreis,LK Unstrut-Hainich-Kreis,Unstrut-Hainich-Kreis LK,Unstrut-Hainich-Kreis,DEG09,Unstrut-Hainich-Kreis,,,,
Unterallgäu,LK Unterallgäu,Unterallgäu LK,"Unterallgäu, Landkreis",DE27C,Unterallgäu,,,,
Vechta,LK Vechta,Vechta LK,"Vechta, Landkreis",DE94F,Vechta,,,,
Verden,LK Verden,Verden LK,"Verden, Landkreis",DE93B,Verden,,,,
Viersen,LK Viersen,Viersen K,"Viersen, Landkreis",DEA1E,Viersen,,,,
Vogelsbergkreis,LK Vogelsbergkreis,Vogelsbergkreis LK,Vogelsbergkreis,DE725,Vogelsbergkreis,,,,
Vogtlandkreis,LK Vogtlandkreis,Vogtlandkreis LK,Vogtlandkreis,DED44,Vogtlandkreis,,,,
Vorpommern-Greifswald,LK Vorpommern-Greifswald,Vorpommern-Greifswald LK,"Vorpommern-Greifswald, Landkreis",DE80N,Vorpommern-Greifswald,,,,
Vorpommern-Rügen,LK Vorpommern-Rügen,Vorpommern-Rügen LK,"Vorpommern-Rügen, Landkreis",DE80L,Vorpommern-Rügen,,,,
Vulkaneifel,LK Vulkaneifel,Vulkaneifel LK,"Vulkaneifel, Landkreis",DEB24,Vulkaneifel,,,,
Waldeck-Frankenberg,LK Waldeck-Frankenberg,Waldeck-Frankenberg LK,"Waldeck-Frankenberg, Landkreis",DE736,Waldeck-Frankenberg,,,,
Waldshut,LK Waldshut,Waldshut LK,"Waldshut, Landkreis",DE13A,Waldshut,,,,
Warendorf,LK Warendorf,Warendorf K,"Warendorf, Landkreis",DEA38,Warendorf,,,,
Wartburgkreis,LK Wartburgkreis,Wartburgkreis LK,Wartburgkreis,DEG0P,Wartburgkreis,,,,
Weilheim-Schongau,LK Weilheim-Schongau,Weilheim-Schongau LK,"Weilheim-Schongau, Landkreis",DE21N,Weilheim-Schongau,,,,
Weimarer Land,LK Weimarer Land,Weimarer Land LK,"Weimarer Land, Landkreis",DEG0G,Weimarer Land,,,,
Weißenburg-Gunzenhausen,LK Weißenburg-Gunzenhausen,Weißenburg-Gunzenhausen LK,"Weißenburg-Gunzenhausen, Landkreis",DE25C,Weißenburg-Gunzenhausen,,,,
Werra-Meißner-Kreis,LK Werra-Meißner-Kreis,Werra-Meißner-Kreis LK,Werra-Meißner-Kreis,DE737,Werra-Meißner-Kreis,,,,
Wesel,LK Wesel,Wesel K,"Wesel, Landkreis",DEA1F,Wesel,,,,
Wesermarsch,LK Wesermarsch,Wesermarsch LK,"Wesermarsch, Landkreis",DE94G,Wesermarsch,,,,
Westerwaldkreis,LK Westerwaldkreis,Westerwaldkreis LK,Westerwaldkreis,DEB1B,Westerwaldkreis,,,,
Wetteraukreis,LK Wetteraukreis,Wetteraukreis LK,Wetteraukreis,DE71E,Wetteraukreis,,,,
Wittenberg,LK Wittenberg,Wittenberg LK,"Wittenberg, Landkreis",DEE0E,Wittenberg,,,,
Wittmund,LK Wittmund,Wittmund LK,"Wittmund, Landkreis",DE94H,Wittmund,,,,
Wolfenbüttel,LK Wolfenbüttel,Wolfenbüttel LK,"Wolfenbüttel, Landkreis",DE91B,Wolfenbüttel,,,,
Wunsiedel im Fichtelgebirge,LK Wunsiedel i.Fichtelgebirge,Wunsiedel i.Fichtelgebirge LK,"Wunsiedel im Fichtelgebirge, Landkreis",DE24D,Wunsiedel i. Fichtelgebirge,,,,
Würzburg,LK Würzburg,Würzburg LK,"Würzburg, Landkreis",DE26C,"Würzburg, Landkreis",,,,
Zollernalbkreis,LK Zollernalbkreis,Zollernalbkreis LK,Zollernalbkreis,DE143,Zollernalbkreis,,,,
Zwickau,LK Zwickau,Zwickau LK,"Zwickau, Landkreis",DED45,Zwickau,,,,
"Amberg, Stadt",SK Amberg,Amberg KfS,"Amberg, kreisfreie Stadt",DE231,"Amberg, Kreisfreie Stadt",,,,
"Ansbach, Stadt",SK Ansbach,Ansbach KfS,"Ansbach, kreisfreie Stadt",DE251,"Ansbach, Kreisfreie Stadt",,,,
"Aschaffenburg, Stadt",SK Aschaffenburg,Aschaffenburg KfS,"Aschaffenburg, kreisfreie Stadt",DE261,"Aschaffenburg, Kreisfreie Stadt",,,,
"Augsburg, Stadt",SK Augsburg,Augsburg KfS,"Augsburg, kreisfreie Stadt",DE271,"Augsburg, Kreisfreie Stadt",,,,
"Baden-Baden, Stadt",SK Baden-Baden,Baden-Baden SK,"Baden-Baden, kreisfreie Stadt",DE121,"Baden-Baden, Stadtkreis",,,,
"Bamberg, Stadt",SK Bamberg,Bamberg KfS,"Bamberg, kreisfreie Stadt",DE241,"Bamberg, Kreisfreie Stadt",,,,
"Bayreuth, Stadt",SK Bayreuth,Bayreuth KfS,"Bayreuth, kreisfreie Stadt",DE242,"Bayreuth, Kreisfreie Stadt",,,,
"Berlin, Stadt",SK Berlin Charlottenburg-Wilmersdorf,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Friedrichshain-Kreuzberg,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Lichtenberg,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Marzahn-Hellersdorf,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Mitte,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Neukölln,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Pankow,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Reinickendorf,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Spandau,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Steglitz-Zehlendorf,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Tempelhof-Schöneberg,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Berlin, Stadt",SK Berlin Treptow-Köpenick,Berlin KfS,"Berlin, kreisfreie Stadt",DE300,Berlin,,,,
"Bielefeld, Stadt",SK Bielefeld,Bielefeld KfS,"Bielefeld, kreisfreie Stadt",DEA41,"Bielefeld, Kreisfreie Stadt",,,,
"Bochum, Stadt",SK Bochum,Bochum KfS,"Bochum, kreisfreie Stadt",DEA51,"Bochum, Kreisfreie Stadt",,,,
"Bonn, Stadt",SK Bonn,Bonn KfS,"Bonn, kreisfreie Stadt",DEA22,"Bonn, Kreisfreie Stadt",,,,
"Bottrop, Stadt",SK Bottrop,Bottrop KfS,"Bottrop, kreisfreie Stadt",DEA31,"Bottrop, Kreisfreie Stadt",,,,
"Brandenburg an der Havel, Stadt",SK Brandenburg a.d.Havel,Brandenburg an der Havel KfS,"Brandenburg an der Havel, kreisfreie Stadt",DE401,"Brandenburg an der Havel, Kreisfreie Stadt",,,,
"Braunschweig, Stadt",SK Braunschweig,Braunschweig KfS,"Braunschweig, kreisfreie Stadt",DE911,"Braunschweig, Kreisfreie Stadt",,,,
"Bremen, Stadt",SK Bremen,Bremen KfS,"Bremen, kreisfreie Stadt",DE501,"Bremen, Kreisfreie Stadt",,,,
"Bremerhaven, Stadt",SK Bremerhaven,Bremerhaven KfS,"Bremerhaven, kreisfreie Stadt",DE502,"Bremerhaven, Kreisfreie Stadt",,,,
"Chemnitz, Stadt",SK Chemnitz,Chemnitz KfS,"Chemnitz, kreisfreie Stadt",DED41,"Chemnitz, Kreisfreie Stadt",,,,
"Coburg, Stadt",SK Coburg,Coburg KfS,"Coburg, kreisfreie Stadt",DE243,"Coburg, Kreisfreie Stadt",,,,
"Cottbus, Stadt",SK Cottbus,Cottbus KfS,"Cottbus, kreisfreie Stadt",DE402,"Cottbus, Kreisfreie Stadt",,,,
"Darmstadt, Stadt",SK Darmstadt,Darmstadt KfS,"Darmstadt, kreisfreie Stadt",DE711,"Darmstadt, Kreisfreie Stadt",,,,
"Delmenhorst, Stadt",SK Delmenhorst,Delmenhorst KfS,"Delmenhorst, kreisfreie Stadt",DE941,"Delmenhorst, Kreisfreie Stadt",,,,
"Dessau-Roßlau, Stadt",SK Dessau-Roßlau,Dessau-Roßlau KfS,"Dessau-Roßlau, kreisfreie Stadt",DEE01,"Dessau-Roßlau, Kreisfreie Stadt",,,,
"Dortmund, Stadt",SK Dortmund,Dortmund KfS,"Dortmund, kreisfreie Stadt",DEA52,"Dortmund, Kreisfreie Stadt",,,,
"Dresden, Stadt",SK Dresden,Dresden KfS,"Dresden, kreisfreie Stadt",DED21,"Dresden, Kreisfreie Stadt",,,,
"Duisburg, Stadt",SK Duisburg,Duisburg KfS,"Duisburg, kreisfreie Stadt",DEA12,"Duisburg, Kreisfreie Stadt",,,,
"Düsseldorf, Stadt",SK Düsseldorf,Düsseldorf KfS,"Düsseldorf, kreisfreie Stadt",DEA11,"Düsseldorf, Kreisfreie Stadt",,,,
"Eisenach, Stadt",SK Eisenach,Eisenach KfS,"Eisenach, kreisfreie Stadt",DEG0N,"Eisenach, Kreisfreie Stadt",,,,
"Emden, Stadt",SK Emden,Emden KfS,"Emden, kreisfreie Stadt",DE942,"Emden, Kreisfreie Stadt",,,,
"Erfurt, Stadt",SK Erfurt,Erfurt KfS,"Erfurt, kreisfreie Stadt",DEG01,"Erfurt, Kreisfreie Stadt",,,,
"Erlangen, Stadt",SK Erlangen,Erlangen KfS,"Erlangen, kreisfreie Stadt",DE252,"Erlangen, Kreisfreie Stadt",,,,
"Essen, Stadt",SK Essen,Essen KfS,"Essen, kreisfreie Stadt",DEA13,"Essen, Kreisfreie Stadt",,,,
"Flensburg, Stadt",SK Flensburg,Flensburg KfS,"Flensburg, kreisfreie Stadt",DEF01,"Flensburg, Kreisfreie Stadt",,,,
"Frankenthal (Pfalz), Stadt",SK Frankenthal,Frankenthal (Pfalz) KfS,"Frankenthal (Pfalz), kreisfreie Stadt",DEB31,"Frankenthal (Pfalz), Kreisfreie Stadt",,,,
"Frankfurt (Oder), Stadt",SK Frankfurt (Oder),Frankfurt (Oder) KfS,"Frankfurt (Oder), kreisfreie Stadt",DE403,"Frankfurt (Oder), Kreisfreie Stadt",,,,
"Frankfurt am Main, Stadt",SK Frankfurt am Main,Frankfurt am Main KfS,"Frankfurt am Main, kreisfreie Stadt",DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,
"Freiburg im Breisgau, Stadt",SK Freiburg i.Breisgau,Freiburg im Breisgau SK,"Freiburg im Breisgau, kreisfreie Stadt",DE131,"Freiburg im Breisgau, Stadtkreis",,,,
"Fürth, Stadt",SK Fürth,Fürth KfS,"Fürth, kreisfreie Stadt",DE253,"Fürth, Kreisfreie Stadt",,,,
"Gelsenkirchen, Stadt",SK Gelsenkirchen,Gelsenkirchen KfS,"Gelsenkirchen, kreisfreie Stadt",DEA32,"Gelsenkirchen, Kreisfreie Stadt",,,,
"Gera, Stadt",SK Gera,Gera KfS,"Gera, kreisfreie Stadt",DEG02,"Gera, Kreisfreie Stadt",,,,
"Hagen, Stadt",SK Hagen,Hagen KfS,"Hagen, kreisfreie Stadt",DEA53,"Hagen, Kreisfreie Stadt",,,,
"Halle (Saale), Stadt",SK Halle,Halle (Saale) KfS,"Halle (Saale), kreisfreie Stadt",DEE02,"Halle (Saale), Kreisfreie Stadt",,,,
"Hamm, Stadt",SK Hamm,Hamm KfS,"Hamm, kreisfreie Stadt",DEA54,"Hamm, Kreisfreie Stadt",,,,
"Heidelberg, Stadt",SK Heidelberg,Heidelberg SK,"Heidelberg, kreisfreie Stadt",DE125,"Heidelberg, Stadtkreis",,,,
"Heilbronn, Stadt",SK Heilbronn,Heilbronn SK,"Heilbronn, kreisfreie Stadt",DE117,"Heilbronn, Stadtkreis",,,,
"Herne, Stadt",SK Herne,Herne KfS,"Herne, kreisfreie Stadt",DEA55,"Herne, Kreisfreie Stadt",,,,
"Hof, Stadt",SK Hof,Hof KfS,"Hof, kreisfreie Stadt",DE244,"Hof, Kreisfreie Stadt",,,,
"Ingolstadt, Stadt",SK Ingolstadt,Ingolstadt KfS,"Ingolstadt, kreisfreie Stadt",DE211,"Ingolstadt, Kreisfreie Stadt",,,,
"Jena, Stadt",SK Jena,Jena KfS,"Jena, kreisfreie Stadt",DEG03,"Jena, Kreisfreie Stadt",,,,
"Kaiserslautern, Stadt",SK Kaiserslautern,Kaiserslautern KfS,"Kaiserslautern, kreisfreie Stadt",DEB32,"Kaiserslautern, Kreisfreie Stadt",,,,
"Karlsruhe, Stadt",SK Karlsruhe,Karlsruhe SK,"Karlsruhe, kreisfreie Stadt",DE122,"Karlsruhe, Stadtkreis",,,,
"Kassel, Stadt",SK Kassel,Kassel KfS,"Kassel, kreisfreie Stadt",DE731,"Kassel, Kreisfreie Stadt",,,,
"Kaufbeuren, Stadt",SK Kaufbeuren,Kaufbeuren KfS,"Kaufbeuren, kreisfreie Stadt",DE272,"Kaufbeuren, Kreisfreie Stadt",,,,
"Kempten (Allgäu), Stadt",SK Kempten,Kempten (Allgäu) KfS,"Kempten (Allgäu), kreisfreie Stadt",DE273,"Kempten (Allgäu), Kreisfreie Stadt",,,,
"Kiel, Stadt",SK Kiel,Kiel KfS,"Kiel, kreisfreie Stadt",DEF02,"Kiel, Kreisfreie Stadt",,,,
"Koblenz, Stadt",SK Koblenz,Koblenz KfS,"Koblenz, kreisfreie Stadt",DEB11,"Koblenz, Kreisfreie Stadt",,,,
"Köln, Stadt",SK Köln,Köln KfS,"Köln, kreisfreie Stadt",DEA23,"Köln, Kreisfreie Stadt",,,,
"Krefeld, Stadt",SK Krefeld,Krefeld KfS,"Krefeld, kreisfreie Stadt",DEA14,"Krefeld, Kreisfreie Stadt",,,,
"Landau in der Pfalz, Stadt",SK Landau i.d.Pfalz,Landau in der Pfalz KfS,"Landau in der Pfalz, kreisfreie Stadt",DEB33,"Landau in der Pfalz, Kreisfreie Stadt",,,,
"Landshut, Stadt",SK Landshut,Landshut KfS,"Landshut, kreisfreie Stadt",DE221,"Landshut, Kreisfreie Stadt",,,,
"Leipzig, Stadt",SK Leipzig,Leipzig KfS,"Leipzig, kreisfreie Stadt",DED51,"Leipzig, Kreisfreie Stadt",,,,
"Leverkusen, Stadt",SK Leverkusen,Leverkusen KfS,"Leverkusen, kreisfreie Stadt",DEA24,"Leverkusen, Kreisfreie Stadt",,,,
"Lübeck, Stadt",SK Lübeck,Lübeck KfS,"Lübeck, kreisfreie Stadt",DEF03,"Lübeck, Kreisfreie Stadt",,,,
"Ludwigshafen am Rhein, Stadt",SK Ludwigshafen,Ludwigshafen am Rhein KfS,"Ludwigshafen am Rhein, kreisfreie Stadt",DEB34,"Ludwigshafen am Rhein, Kreisfreie Stadt",,,,
"Magdeburg, Stadt",SK Magdeburg,Magdeburg KfS,"Magdeburg, kreisfreie Stadt",DEE03,"Magdeburg, Kreisfreie Stadt",,,,
"Mainz, Stadt",SK Mainz,Mainz KfS,"Mainz, kreisfreie Stadt",DEB35,"Mainz, Kreisfreie Stadt",,,,
"Mannheim, Stadt",SK Mannheim,Mannheim SK,"Mannheim, kreisfreie Stadt",DE126,"Mannheim, Stadtkreis",,,,
"Memmingen, Stadt",SK Memmingen,Memmingen KfS,"Memmingen, kreisfreie Stadt",DE274,"Memmingen, Kreisfreie Stadt",,,,
"Mönchengladbach, Stadt",SK Mönchengladbach,Mönchengladbach KfS,"Mönchengladbach, kreisfreie Stadt",DEA15,"Mönchengladbach, Kreisfreie Stadt",,,,
"Mülheim an der Ruhr, Stadt",SK Mülheim a.d.Ruhr,Mülheim an der Ruhr KfS,"Mülheim an der Ruhr, kreisfreie Stadt",DEA16,"Mülheim an der Ruhr, Kreisfreie Stadt",,,,
"München, Stadt",SK München,München KfS,"München, kreisfreie Stadt",DE212,"München, Kreisfreie Stadt",,,,
"Münster, Stadt",SK Münster,Münster KfS,"Münster, kreisfreie Stadt",DEA33,"Münster, Kreisfreie Stadt",,,,
"Neumünster, Stadt",SK Neumünster,Neumünster KfS,"Neumünster, kreisfreie Stadt",DEF04,"Neumünster, Kreisfreie Stadt",,,,
"Neustadt an der Weinstraße, Stadt",SK Neustadt a.d.Weinstraße,Neustadt an der Weinstraße KfS,"Neustadt an der Weinstraße, kreisfreie Stadt",DEB36,"Neustadt an der Weinstraße, Kreisfreie Stadt",,,,
"Nürnberg, Stadt",SK Nürnberg,Nürnberg KfS,"Nürnberg, kreisfreie Stadt",DE254,"Nürnberg, Kreisfreie Stadt",,,,
"Oberhausen, Stadt",SK Oberhausen,Oberhausen KfS,"Oberhausen, kreisfreie Stadt",DEA17,"Oberhausen, Kreisfreie Stadt",,,,
"Offenbach am Main, Stadt",SK Offenbach,Offenbach am Main KfS,"Offenbach am Main, kreisfreie Stadt",DE713,"Offenbach am Main, Kreisfreie Stadt",,,,
"Oldenburg (Oldenburg), Stadt",SK Oldenburg,Oldenburg (Oldenburg) KfS,"Oldenburg (Oldenburg), kreisfreie Stadt",DE943,"Oldenburg (Oldenburg), Kreisfreie Stadt",,,,
"Osnabrück, Stadt",SK Osnabrück,Osnabrück KfS,"Osnabrück, kreisfreie Stadt",DE944,"Osnabrück, Kreisfreie Stadt",,,,
"Passau, Stadt",SK Passau,Passau KfS,"Passau, kreisfreie Stadt",DE222,"Passau, Kreisfreie Stadt",,,,
"Pforzheim, Stadt",SK Pforzheim,Pforzheim SK,"Pforzheim, kreisfreie Stadt",DE129,"Pforzheim, Stadtkreis",,,,
"Pirmasens, Stadt",SK Pirmasens,Pirmasens KfS,"Pirmasens, kreisfreie Stadt",DEB37,"Pirmasens, Kreisfreie Stadt",,,,
"Potsdam, Stadt",SK Potsdam,Potsdam KfS,"Potsdam, kreisfreie Stadt",DE404,"Potsdam, Kreisfreie Stadt",,,,
"Regensburg, Stadt",SK Regensburg,Regensburg KfS,"Regensburg, kreisfreie Stadt",DE232,"Regensburg, Kreisfreie Stadt",,,,
"Remscheid, Stadt",SK Remscheid,Remscheid KfS,"Remscheid, kreisfreie Stadt",DEA18,"Remscheid, Kreisfreie Stadt",,,,
"Rosenheim, Stadt",SK Rosenheim,Rosenheim KfS,"Rosenheim, kreisfreie Stadt",DE213,"Rosenheim, Kreisfreie Stadt",,,,
"Rostock, Stadt",SK Rostock,Rostock KfS,"Rostock, kreisfreie Stadt",DE803,"Rostock, Kreisfreie Stadt",,,,
"Saarbrücken, Stadtverband",LK Stadtverband Saarbrücken,Regionalverband Saarbrücken RV,NA,DEC01,Regionalverband Saarbrücken,,,,
"Salzgitter, Stadt",SK Salzgitter,Salzgitter KfS,"Salzgitter, kreisfreie Stadt",DE912,"Salzgitter, Kreisfreie Stadt",,,,
"Schwabach, Stadt",SK Schwabach,Schwabach KfS,"Schwabach, kreisfreie Stadt",DE255,"Schwabach, Kreisfreie Stadt",,,,
"Schweinfurt, Stadt",SK Schweinfurt,Schweinfurt KfS,"Schweinfurt, kreisfreie Stadt",DE262,"Schweinfurt, Kreisfreie Stadt",,,,
"Schwerin, Stadt",SK Schwerin,Schwerin KfS,"Schwerin, kreisfreie Stadt",DE804,"Schwerin, Kreisfreie Stadt",,,,
"Solingen, Stadt",SK Solingen,Solingen KfS,"Solingen, kreisfreie Stadt",DEA19,"Solingen, Kreisfreie Stadt",,,,
"Speyer, Stadt",SK Speyer,Speyer KfS,"Speyer, kreisfreie Stadt",DEB38,"Speyer, Kreisfreie Stadt",,,,
"Straubing, Stadt",SK Straubing,Straubing KfS,"Straubing, kreisfreie Stadt",DE223,"Straubing, Kreisfreie Stadt",,,,
"Stuttgart, Stadt",SK Stuttgart,Stuttgart SK,"Stuttgart, kreisfreie Stadt",DE111,"Stuttgart, Stadtkreis",,,,
"Suhl, Stadt",SK Suhl,Suhl KfS,"Suhl, kreisfreie Stadt",DEG04,"Suhl, Kreisfreie Stadt",,,,
"Trier, Stadt",SK Trier,Trier KfS,"Trier, kreisfreie Stadt",DEB21,"Trier, Kreisfreie Stadt",,,,
"Ulm, Stadt",SK Ulm,Ulm SK,"Ulm, kreisfreie Stadt",DE144,"Ulm, Stadtkreis",,,,
"Weiden in der Oberpfalz, Stadt",SK Weiden i.d.OPf.,Weiden i.d.OPf. KfS,"Weiden in der Oberpfalz, kreisfreie Stadt",DE233,"Weiden i. d. Opf, Kreisfreie Stadt",,,,
"Weimar, Stadt",SK Weimar,Weimar KfS,"Weimar, kreisfreie Stadt",DEG05,"Weimar, Kreisfreie Stadt",,,,
"Wiesbaden, Stadt",SK Wiesbaden,Wiesbaden KfS,"Wiesbaden, kreisfreie Stadt",DE714,"Wiesbaden, Kreisfreie Stadt",,,,
"Wilhelmshaven, Stadt",SK Wilhelmshaven,Wilhelmshaven KfS,"Wilhelmshaven, kreisfreie Stadt",DE945,"Wilhelmshaven, Kreisfreie Stadt",,,,
"Wolfsburg, Stadt",SK Wolfsburg,Wolfsburg KfS,"Wolfsburg, kreisfreie Stadt",DE913,"Wolfsburg, Kreisfreie Stadt",,,,
"Worms, Stadt",SK Worms,Worms KfS,"Worms, kreisfreie Stadt",DEB39,"Worms, Kreisfreie Stadt",,,,
"Wuppertal, Stadt",SK Wuppertal,Wuppertal KfS,"Wuppertal, kreisfreie Stadt",DEA1A,"Wuppertal, Kreisfreie Stadt",,,,
"Würzburg, Stadt",SK Würzburg,Würzburg KfS,"Würzburg, kreisfreie Stadt",DE263,"Würzburg, Kreisfreie Stadt",,,,
"Zweibrücken, Stadt",SK Zweibrücken,Zweibrücken KfS,"Zweibrücken, kreisfreie Stadt",DEB3A,"Zweibrücken, Kreisfreie Stadt",,,,
