ds,bing_tiles_visited,single_tile_users,driving,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,#cases,bing_tiles_visited t-1,single_tile_users t-1,driving t-1,retail_and_recreation t-1,grocery_and_pharmacy t-1,parks t-1,transit_stations t-1,workplaces t-1,residential t-1,bing_tiles_visited t-2,single_tile_users t-2,driving t-2,retail_and_recreation t-2,grocery_and_pharmacy t-2,parks t-2,transit_stations t-2,workplaces t-2,residential t-2,bing_tiles_visited t-3,single_tile_users t-3,driving t-3,retail_and_recreation t-3,grocery_and_pharmacy t-3,parks t-3,transit_stations t-3,workplaces t-3,residential t-3,bing_tiles_visited t-4,single_tile_users t-4,driving t-4,retail_and_recreation t-4,grocery_and_pharmacy t-4,parks t-4,transit_stations t-4,workplaces t-4,residential t-4,bing_tiles_visited t-5,single_tile_users t-5,driving t-5,retail_and_recreation t-5,grocery_and_pharmacy t-5,parks t-5,transit_stations t-5,workplaces t-5,residential t-5,bing_tiles_visited t-6,single_tile_users t-6,driving t-6,retail_and_recreation t-6,grocery_and_pharmacy t-6,parks t-6,transit_stations t-6,workplaces t-6,residential t-6,bing_tiles_visited t-7,single_tile_users t-7,driving t-7,retail_and_recreation t-7,grocery_and_pharmacy t-7,parks t-7,transit_stations t-7,workplaces t-7,residential t-7,bing_tiles_visited t-8,single_tile_users t-8,driving t-8,retail_and_recreation t-8,grocery_and_pharmacy t-8,parks t-8,transit_stations t-8,workplaces t-8,residential t-8,bing_tiles_visited t-9,single_tile_users t-9,driving t-9,retail_and_recreation t-9,grocery_and_pharmacy t-9,parks t-9,transit_stations t-9,workplaces t-9,residential t-9,bing_tiles_visited t-10,single_tile_users t-10,driving t-10,retail_and_recreation t-10,grocery_and_pharmacy t-10,parks t-10,transit_stations t-10,workplaces t-10,residential t-10,state
2020-04-03,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,899.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,-0.47444,0.58758,41.86,-77.0,-51.0,-50.0,-70.0,-38.0,11.0,-0.27599,0.34808,47.19,-64.0,-19.0,66.0,-54.0,-33.0,12.0,-0.29041999999999996,0.29905,50.92,-57.0,-12.0,51.0,-57.0,-44.0,18.0,-0.28568000000000005,0.31148000000000003,49.0,-57.0,-13.0,27.0,-57.0,-44.0,17.0,-0.30230999999999997,0.32001,47.21,-56.0,-15.0,44.0,-57.0,-44.0,17.0,-0.27984000000000003,0.32037,46.13,-57.0,-15.0,40.0,-57.0,-44.0,18.0,Nordrhein-Westfalen
2020-04-04,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,615.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,-0.47444,0.58758,41.86,-77.0,-51.0,-50.0,-70.0,-38.0,11.0,-0.27599,0.34808,47.19,-64.0,-19.0,66.0,-54.0,-33.0,12.0,-0.29041999999999996,0.29905,50.92,-57.0,-12.0,51.0,-57.0,-44.0,18.0,-0.28568000000000005,0.31148000000000003,49.0,-57.0,-13.0,27.0,-57.0,-44.0,17.0,-0.30230999999999997,0.32001,47.21,-56.0,-15.0,44.0,-57.0,-44.0,17.0,Nordrhein-Westfalen
2020-04-05,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,539.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,-0.47444,0.58758,41.86,-77.0,-51.0,-50.0,-70.0,-38.0,11.0,-0.27599,0.34808,47.19,-64.0,-19.0,66.0,-54.0,-33.0,12.0,-0.29041999999999996,0.29905,50.92,-57.0,-12.0,51.0,-57.0,-44.0,18.0,-0.28568000000000005,0.31148000000000003,49.0,-57.0,-13.0,27.0,-57.0,-44.0,17.0,Nordrhein-Westfalen
2020-04-06,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,778.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,-0.47444,0.58758,41.86,-77.0,-51.0,-50.0,-70.0,-38.0,11.0,-0.27599,0.34808,47.19,-64.0,-19.0,66.0,-54.0,-33.0,12.0,-0.29041999999999996,0.29905,50.92,-57.0,-12.0,51.0,-57.0,-44.0,18.0,Nordrhein-Westfalen
2020-04-07,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,666.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,-0.47444,0.58758,41.86,-77.0,-51.0,-50.0,-70.0,-38.0,11.0,-0.27599,0.34808,47.19,-64.0,-19.0,66.0,-54.0,-33.0,12.0,Nordrhein-Westfalen
2020-04-08,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,710.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,-0.47444,0.58758,41.86,-77.0,-51.0,-50.0,-70.0,-38.0,11.0,Nordrhein-Westfalen
2020-04-09,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,677.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,-0.23081,0.31199,50.78,-52.0,-14.0,0.0,-56.0,-42.0,16.0,Nordrhein-Westfalen
2020-04-10,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,449.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,-0.23174,0.29146,54.0,-49.0,-8.0,47.0,-52.0,-43.0,17.0,Nordrhein-Westfalen
2020-04-11,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,437.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,-0.2493,0.28749,55.13,-48.0,-9.0,60.0,-52.0,-43.0,16.0,Nordrhein-Westfalen
2020-04-12,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,401.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,-0.25732,0.29741,53.8,-52.0,-10.0,8.0,-55.0,-44.0,17.0,Nordrhein-Westfalen
2020-04-13,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,367.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,-0.29579,0.30523,52.96,-55.0,-9.0,-1.0,-58.0,-43.0,19.0,Nordrhein-Westfalen
2020-04-14,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,389.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,-0.23853000000000002,0.32689,50.3,-60.0,-14.0,64.0,-50.0,-31.0,12.0,Nordrhein-Westfalen
2020-04-15,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,444.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,-0.17685,0.44028,56.46,-53.0,-6.0,107.0,-44.0,-29.0,7.0,Nordrhein-Westfalen
2020-04-16,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,445.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,-0.13988,0.26682,60.02,-40.0,-6.0,76.0,-50.0,-44.0,14.0,Nordrhein-Westfalen
2020-04-17,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,416.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,-0.19169,0.27475,61.22,-42.0,0.0,81.0,-51.0,-46.0,16.0,Nordrhein-Westfalen
2020-04-18,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,331.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,-0.20215999999999998,0.26337,63.52,-39.0,11.0,102.0,-50.0,-46.0,14.0,Nordrhein-Westfalen
2020-04-19,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,297.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,-0.16274,0.25154,60.95,-37.0,13.0,68.0,-49.0,-47.0,14.0,Nordrhein-Westfalen
2020-04-20,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,346.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,-0.50295,0.42481,53.51,-78.0,-91.0,134.0,-68.0,-86.0,28.0,Nordrhein-Westfalen
2020-04-21,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,294.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,-0.19530999999999998,0.29774,53.98,-53.0,1.0,77.0,-46.0,-30.0,10.0,Nordrhein-Westfalen
2020-04-22,-0.17068,0.2488,71.01,-42.0,-6.0,92.0,-43.0,-36.0,13.0,286.0,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,-0.1873,0.42118,46.21,-60.0,-20.0,89.0,-46.0,-25.0,6.0,Nordrhein-Westfalen
2020-04-23,-0.13883,0.23706,71.76,-44.0,-5.0,77.0,-42.0,-34.0,13.0,292.0,-0.17068,0.2488,71.01,-42.0,-6.0,92.0,-43.0,-36.0,13.0,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,-0.5387,0.48468,53.72,-80.0,-93.0,60.0,-73.0,-87.0,27.0,Nordrhein-Westfalen
2020-04-24,-0.18367,0.24594000000000002,68.9,-47.0,-4.0,69.0,-45.0,-35.0,14.0,291.0,-0.13883,0.23706,71.76,-44.0,-5.0,77.0,-42.0,-34.0,13.0,-0.17068,0.2488,71.01,-42.0,-6.0,92.0,-43.0,-36.0,13.0,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,-0.21746999999999997,0.28438,62.0,-42.0,2.0,29.0,-53.0,-47.0,16.0,Nordrhein-Westfalen
2020-04-25,-0.15829000000000001,0.29561,65.02,-55.0,-8.0,71.0,-39.0,-18.0,9.0,230.0,-0.18367,0.24594000000000002,68.9,-47.0,-4.0,69.0,-45.0,-35.0,14.0,-0.13883,0.23706,71.76,-44.0,-5.0,77.0,-42.0,-34.0,13.0,-0.17068,0.2488,71.01,-42.0,-6.0,92.0,-43.0,-36.0,13.0,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,-0.21406,0.2744,64.41,-41.0,-7.0,92.0,-50.0,-46.0,16.0,Nordrhein-Westfalen
2020-04-26,-0.09683,0.41195,68.6,-50.0,8.0,121.0,-37.0,-17.0,5.0,160.0,-0.15829000000000001,0.29561,65.02,-55.0,-8.0,71.0,-39.0,-18.0,9.0,-0.18367,0.24594000000000002,68.9,-47.0,-4.0,69.0,-45.0,-35.0,14.0,-0.13883,0.23706,71.76,-44.0,-5.0,77.0,-42.0,-34.0,13.0,-0.17068,0.2488,71.01,-42.0,-6.0,92.0,-43.0,-36.0,13.0,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,-0.17579,0.25799,67.19,-49.0,-3.0,90.0,-48.0,-45.0,15.0,Nordrhein-Westfalen
2020-04-27,-0.07944,0.24595999999999998,70.35,-39.0,-14.0,77.0,-41.0,-32.0,11.0,254.0,-0.09683,0.41195,68.6,-50.0,8.0,121.0,-37.0,-17.0,5.0,-0.15829000000000001,0.29561,65.02,-55.0,-8.0,71.0,-39.0,-18.0,9.0,-0.18367,0.24594000000000002,68.9,-47.0,-4.0,69.0,-45.0,-35.0,14.0,-0.13883,0.23706,71.76,-44.0,-5.0,77.0,-42.0,-34.0,13.0,-0.17068,0.2488,71.01,-42.0,-6.0,92.0,-43.0,-36.0,13.0,-0.14367,0.252,69.74,-43.0,-6.0,79.0,-44.0,-36.0,14.0,-0.09172000000000001,0.24753000000000003,68.73,-39.0,-9.0,57.0,-44.0,-35.0,12.0,-0.17285,0.43613999999999997,63.74,-55.0,-2.0,87.0,-44.0,-22.0,7.0,-0.20972,0.314,57.62,-63.0,-14.0,40.0,-48.0,-24.0,11.0,-0.2041,0.25667,66.75,-51.0,-3.0,90.0,-50.0,-44.0,16.0,Nordrhein-Westfalen
